Inventory ID,Description,Item Class,Posting Class,Brand,Description,Item Group,Sub Item Group,Trading Group,Sub Trading Group,Conversion Factor,UOM,Profit Margin Target,Supplier
DISPE002,Dispenser Facial Tissue Chrome Finished,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0020,Manual Gel Dispenser,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0021,Floor stands for dispensers,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0022,Manual Spray Sanitizer Disp. (Red Window),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0023,Metal Bracket for 500ml Bottle,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0024,Metal Bracket for 1L Bottle,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0025,"Automatic Gel sanitiser dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0026,"Automatic foam soap dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0027,Facial Tissue Dispensers,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0029,Automatic sanitiser dispenser with electric cable,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0030,Automatic Sanitiser Dispenser with Stand,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0031,Dosing Equipment - Ecomix HF WH-GY,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0032,Dosing Equipment - Ecomulti HF 4 WH-GY B GAP,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0033,Dosing Equipment - Ecoshot BK PREM WH/GY,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0034,Dosing Equipment - Quantura 200 BCHEM COMP,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0035,Dosing Equipment - Drain Watch Mains,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0036,"Automatic Spray sanitiser dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0037,Foam Soap Dispenser Foam pumps,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0038,Dispenser Folded Towel (Modern),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0039,Dispenser Auto Sanitiser White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0040,Dispenser Folded Towel Aga Khan- Grey window,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0041,Metal Bracket for 1L Bottle - Natural Sprayer,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0042,Automatic Sanitiser Dispenser Stand,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0043,Foam Soap Dispenser Automatic Pumps,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0044,Power Adaptor Cables - Automatic Sanitizer Dispensers,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0045,Dispenser Shell,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0046,Foam Soap Dispensers Blue Window,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0047,Dispensers Pouch Foam Soap Assembled (Blue Window),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0048,Dispensers - Cling Film 30*1500m,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,10%,Kim-Fay
DISPE0049,FOL - Dispenser Folded Towel White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0050,FOL - Dispenser Deca Roll White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0051,FOL - Dispenser Interleave Tissue White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0052,FOL - MB Digital Dispenser,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0053,FOL - Dispenser Auto Janitor White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0054,FOL - Dispenser Sanitiser Spray Soap 400ML White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0055,FOL - Dispenser Pouch Foam Soap,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0056,FOL - Dispenser Mercury Hand Towel,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0057,FOL - Dispenser Mercury Deca Roll,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0058,FOL - Dispenser Mercury Pouch Foam Soap,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0059,FOL - Dispenser Barrel U-RO/1DC-LXE White,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0060,FOL - Dispenser Mercury Interleave Paper,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0061,FOL - Kimfay Hand Disinfectant Manual Dispenser,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0062,FOL - Foam Soap Adaptors Pin 1:6,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0063,FOL - White automatic sanitiser dispenser,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0064,FOL - Red Window Dispenser accessory,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0065,FOL - Manual Gel Dispenser,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0066,FOL - Manual Spray Sanitizer Disp. (Red Window),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0067,FOL - Metal Bracket for 500ml Bottle,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0068,"FOL - Automatic Gel sanitiser dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0069,"FOL - Automatic foam soap dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0070,"FOL - Automatic Spray sanitiser dispenser, Pouch Option",FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0071,FOL - Foam Soap Dispenser Foam pumps,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0072,FOL - Dispenser Folded Towel (Modern),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0073,FOL - Metal Bracket for 1L Bottle - Natural Sprayer,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0074,FOL -  Automatic Sanitiser Dispenser Stand,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0075,FOL - Foam Soap Dispenser Automatic Pumps,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DISPE0076,FOL - Dispensers Pouch Foam Soap Assembled (Blue Window),FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Single Units,1%,Kim-Fay
DOVBB0001,BABY DOVE HTT BW SEN FRAGRANCE FREE 3x200ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0002,BABY DOVE HTT BW RICH MOISTURE 3X200ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0003,BABY DOVE HTT BW NIGHTS 6X400ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0004,BABY DOVE HTT BW RICH MOISTURE 3X400ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0005,BABY DOVE HTT BW SENSITIVE 6X400ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0006,BABY DOVE WG LQ DERMA CARE PM UK L21 3X400ML,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0007,BABY DOVE BS BAR RIMOIST EU L19 18X75G,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0008,BABYDOVE HB LOT RICH MOISTURE BOT EU L21 3X200ML,FINGOODS  -BABY CARE -LOTION-DOVE,BABY CARE,Dove,FG - Baby Care - Lotion - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0009,BABYDOVE HB LOT FRAGRANCE FREE BOT EU L21 3X200ML,FINGOODS  -BABY CARE -LOTION-DOVE,BABY CARE,Dove,FG - Baby Care - Lotion - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0010,BABYDOVE HB LOT NIGHT  TIME BOT EU L21 3X400ML,FINGOODS  -BABY CARE -LOTION-DOVE,BABY CARE,Dove,FG - Baby Care - Lotion - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0011,BABYDOVE SHP LIQ RIMOI BOT EU 6X200ML,FINGOODS  -BABY CARE -SHAMPO-DOVE,BABY CARE,Dove,FG - Baby Care - Shampoo - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVBB0012,BABYDOVE SHP LIQ RIMOI BOT EU 6X400ML,FINGOODS  -BABY CARE -SHAMPO-DOVE,BABY CARE,Dove,FG - Baby Care - Shampoo - Dove,Baby Care,,Partners,Trading,1,Cases,20%,Unilever
DOVCN0001,DOVE COND Daily Care DIA (DJT)12X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0002,DOVE COND Hair Fall DIA ((DJT)) 12X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0003,DOVE COND INTSV REPR DIA ((DJT)) 12X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0004,DOVE COND MOIST DIA((DJT))12X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0005,DOVE COND Daily Care DIA (DJT) 6X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0006,DOVE COND Hair Fall DIA ((DJT)) 6X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0007,DOVE COND INTSV REPR DIA ((DJT)) 6X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0008,DOVE COND MOIST DIA((DJT)) 6X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0009,DOVE COND DAILY CARE DIA(DJT)1X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0010,DOVE COND INTSV REPR DIA ((DJT)) 1X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVCN0011,DOVE COND MOIST DIA((DJT)) 1X350ML,FINGOODS  -HAIR CARE -CONDIT-DOVE,HAIR CARE,Dove,FG - Hair Care - Conditioner - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0001,DOVE SHAMP DLYCARE 2IN1 DIA1 (DJT) 12X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0002,DOVE SHAMP HAIR FALL DIA (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0003,DOVE SHAMP MOISTDIA (DJT)12X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0004,DOVE SHAMP INTENSIVE REPDIA (DJT) 12X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0005,DOVE SHAMP ANTI DRFF DIA (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0006,DOVE SHAMP NUTRI-OIL DIA (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0007,DOVE SHAMP INTENSIVE REPDIA (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0008,DOVE SHAMP MOISTDIA (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0009,DOVE SHAMP DLYCARE 2IN1 DIA1 (DJT) 6X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0010,DOVE SHAMP DLYCARE 2IN1DIA1(DJT) 1X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0011,DOVE SHAMP DLYCARE 2IN1DIA1(DJT) 1X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0012,DOVE SHAMP MOISTDIA (DJT) 1X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DOVSH0013,DOVE SHAMP INTENSIVE REPDIA(DJT) 1X400ML,FINGOODS  -HAIR CARE -SHAMPO-DOVE,HAIR CARE,Dove,FG - Hair Care - Shampoo - Dove,Hair Care,,Partners,Trading,1,Cases,50%,Unilever
DURBT0001,Duracell Plus Power AA 20 packs x 2 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0002,Duracell Plus Power AA 20 packs x 4 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0003,Duracell Plus Power AA 24 packs x (6+2 free) cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0004,Duracell Plus Power 9V 10 packs x 1 cell,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0005,Duracell Plus Power AAA 10 packs x 2 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0006,Duracell Plus Power AAA 10 packs x 4 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0007,Duracell Plus Power AAA 10 packs x (6+2)free cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0008,Duracell Plus Power C 10 packs x 2 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0009,Duracell Plus Power D 10 packs x 2 cells,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0010,Duracell Basic AA 10 packs x 6 x 1 cell,FINGOODS  -BATTERY   -BASIC -DRCL,BATTERIES,Duracell,FG-Batteries-Basic-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0011,Duracell Basic AAA 10 packs x 6 x 1 cell,FINGOODS  -BATTERY   -BASIC -DRCL,BATTERIES,Duracell,FG-Batteries-Basic-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0012,Duracell Basic D 10 packs x 2 cells,FINGOODS  -BATTERY   -BASIC -DRCL,BATTERIES,Duracell,FG-Batteries-Basic-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0013,Duracell Ultra Power AA 20 packs x 4 cells,FINGOODS  -BATTERY   -ULTPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Ultra Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0014,Duracell Ultra Power AAA 10 packs x 4 cells,FINGOODS  -BATTERY   -ULTPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Ultra Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0015,Duracell Turbo Max 12 packs x 4 AAA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0016,Duracell Alkaline MN21 2s,FINGOODS  -BATTERY   -ALKALI-DRCL,BATTERIES,Duracell,FG-Batteries-Alkaline-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0017,Duracell Alkaline LR44 2s,FINGOODS  -BATTERY   -ALKALI-DRCL,BATTERIES,Duracell,FG-Batteries-Alkaline-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0018,Duracell Lithium 2032 2s,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0019,Duracell Lithium 2025 2s,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0020,Duracell Lithium 2016 2s,FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0021,Duracell Turbo Max 20 packs x 4 AA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0022,Duracell Turbo Max 10 packs x 4 (3+1) AAA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0023,Duracell Turbo Max 20 packs x 4 (3+1) AA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0024,Duracell MN2400 12 packs x 2 AAA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0025,Duracell MN2400 12 packs x 4 AAA cells,FINGOODS  -BATTERY   -TURBMX-DRCL,BATTERIES,Duracell,FG-Batteries-Turbo Max-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
DURBT0026,Duracell Alkaline MN27 1s,FINGOODS  -BATTERY   -ALKALI-DRCL,BATTERIES,Duracell,FG-Batteries-Alkaline-Duracell,Batteries,,Partners,Trading,1,Cases,40%,Duracell
