Inventory ID,Description,Item Class,Posting Class,Brand,Description,Item Group,Sub Item Group,Trading Group,Sub Trading Group,Conversion Factor,UOM,Profit Margin Target,Supplier
DOVBS0038,Dove Bar Soap Pink 6X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVSG0006,Dove Sg Deep Nourishing Ui P/E 6X500Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVSG0009,Dove Sg Shea Butter Ui P/E 6X500Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVSG0017,Dove Sg Silk Ui P/E 6X500Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
FAYFA0029,Fay Facial Decor Art Series 80's,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,4.66,Kgs,40%,Kim-Fay
FAYTP0032,Fay TP 3 PLY Emb. Unwrap. 4x9s White,FINGOODS  -TISSUE    -TOILET-FAY,TISSUE,Fay,FG-Tissue-Toilet Tissue-Fay,Toilet Tissue,40s,Kimfay Brand,Manufactured,1.35,Bales of 40s,20%,Kim-Fay
FEMCR0007,Fem Hair Removal Cream- Rose 40G + 8G 20%Free (Singles),FINGOODS  -BODY CARE -CREAM -FEM,BODYCARE,Fem,FG - Body Care - Cream - Fem,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
FEMCR0008,Fem Hair Removal Cream- Sandal 40G + 8G 20%Free (6 Pack),FINGOODS  -BODY CARE -CREAM -FEM,BODYCARE,Fem,FG - Body Care - Cream - Fem,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
FEMCR0010,Fem Hair Removal Cream- Blossom 40G +  8G 20%Free (6 Pack),FINGOODS  -BODY CARE -CREAM -FEM,BODYCARE,Fem,FG - Body Care - Cream - Fem,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
REXDS0001,Rexona Deo Spray Stress Control 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0002,Rexona Deo Spray Invisible Black & White 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0003,Rexona Deo Spray Men Active Protection 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0004,Rexona Deo Spray Invisible Pure 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0005,Rexona Deo Spray Invisible Ice Fresh 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0006,Rexona Deo Spray Sport Defence 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
REXDS0007,Rexona Deo Spray Invisible Aqua 3X200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,3,Single Units,20%,Dabur
STDFM0005,Standard Foam Soap Pouch Option 6Ltrs - New,FINGOODS  -SOAP      -FOAM  -FAY,SOAP,Fay,FG-Soaps-Foam Soap-Fay,Foam Soap,,Kimfay Brand,Manufactured,6,Litres,40%,Kim-Fay
VATCN0009,Vatika Conditioner Repair & Restore Honey & Egg  400Ml (6 Pack) (Uae),FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
VATSH0014,Vatika Shampoo Dandruff Guard Lemon & Yoghurt 360Ml (6 Pack),FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
FAYFA0031,Fay Facial Miss Fay 70s White - New,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,4.15,Kgs,20%,Kim-Fay
DABAM0022,Dabur Amla Shampoo Fish Oil 400Ml (6 Pack),FINGOODS  -HAIR CARE -SHAMPO-DABU,HAIR CARE,Dabur,FG - Hair Care - Shampoo - Dabur,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
KOTPT0010,Kotex Super Protect Long Liner P16x16,FINGOODS  -FEMCARE   -PLINER-KOT,FEMCARE,Kotex,FG-Femcare-Panty Liners-Kotex,Femcare,,Partners,Trading,256,Single Units,20%,KC
KOTPT0011,Kotex Super Protect Long Liner P30x16,FINGOODS  -FEMCARE   -PLINER-KOT,FEMCARE,Kotex,FG-Femcare-Panty Liners-Kotex,Femcare,,Partners,Trading,480,Single Units,20%,KC
ANTFM0005,Anti-bacterial Foam Soap Pouch Option 6Ltrs - New,FINGOODS  -SOAP      -FOAM  -FAY,SOAP,Fay,FG-Soaps-Foam Soap-Fay,Foam Soap,,Kimfay Brand,Manufactured,6,Litres,40%,Kim-Fay
COSSE0017,Cosy Servt. 1 ply Edge Emb. Printed Public Service Club,FINGOODS  -TISSUE    -SERVIT-COSY,TISSUE,Cosy,FG-Tissue-Serviette-Cosy,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
DABAM0012,Dabur Amla Hair Oil 90Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-DABU,HAIR CARE,Dabur,FG - Hair Care - Conditioner - Dabur,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DABAM0018,Dabur Amla Kids Hair Oil 90Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-DABU,HAIR CARE,Dabur,FG - Hair Care - Conditioner - Dabur,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0016,Dabur Herbal Toothpaste - Clove - Cavity Protection 30gm (12 Pack),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0021,Dabur Herbal Toothpaste - Clove - Cavity Protection 140gm (Singles),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0028,Dabur Herbal Toothpaste Sensitive 150Gm (Singles),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0030,Dabur Herbal Toothpaste Activated Charcoal 150Gm (Singles),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DOVBS0005,Dove Bar Soap Sensitive Skin Hypoallergenic 6X90g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVBS0010,Dove Men Care Clean Comfort 6X100G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVBS0011,Dove Beauty Cream Bar Gentle Exfoliating 6X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVBS0016,Dove Beauty Cream Bar Coconut Milk & Jasmine Petals 6X135G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVBS0019,Dove Beauty Cream Bar Gentle Exfoliating 6X135g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVBS0039,Dove Bar Soap Pink 4X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,4,Single Units,20%,Unilever
DOVBS0040,Dove Beauty Cream Bar Rejuvenating Pomegranate & Hibiscus Tea 4X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVBS0041,Dove Beauty Cream Bar Deep Moisture 4X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,4,Single Units,20%,Unilever
DOVBS0044,Dove Men Care Clean Comfort 100g Singles,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,1,Single Units,20%,Unilever
DOVSG0011,Dove Sg Coconut Ui P/E 6X500Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
DOVSG0014,Dove Sg Fresh Touch Ui P/E 3X750Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,3,Single Units,20%,Dabur
DOVSG0018,Dove Sg Coconut Ui P/E 3X750Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,3,Single Units,20%,Dabur
DOVSG0020,Dove Sg Deep Nourishing Ui P/E 3X750Ml,FINGOODS  -BODY CARE -SGEL  -DOVE,BODYCARE,Dove,FG - Body Care - Shower Gel- Dove,Body Care,,Partners,Trading,3,Single Units,20%,Dabur
FAYPK0009,Fay Pocket Handkerchiefs Decor Art 120s Pink (Assorted),FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.28,Kgs,40%,Kim-Fay
FEMWX0003,Fem 20 Wax Strips Bikini & Underarm Normal Skin (6 Pack),FINGOODS  -BODY CARE -WAX   -FEM,BODYCARE,Fem,FG - Body Care - Wax - Fem,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
ORSOL0020,Ors Olive Oil Replenish Conditioner 500ml (12),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,12,Single Units,20%,Dabur
ORSOL0021,Ors Olive Oil Heat Protect. Serum 177ml/6Oz (12),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,12,Single Units,20%,Dabur
ORSOL0022,Ors Super Soft Style Curl Defining Mousse 207ml (Singles),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0026,Ors Super Silkening Leave-In Conditioner 473m (4),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,4,Single Units,20%,Dabur
ORSOL0035,Ors Black Castor Hair Oil 100Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Cases,20%,Dabur
PAPST0001,Paper Straws 6mm x 197mm - Floral Red,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Cases,10%,Kim-Fay
PAPST0003,Paper Straws 6mm x 197mm - Floral Orange,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Cases,10%,Kim-Fay
PAPST0004,Paper Straws 6mm x 197mm - Floral Green,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Trading,1,Cases,10%,Kim-Fay
SIFSE0008,Sifa Servt. 1ply 18 x 100 shts Pink,FINGOODS  -TISSUE    -SERVIT-SIFA,TISSUE,Sifa,FG-Tissue-Serviette-Sifa,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,3.34,Kgs,40%,Kim-Fay
TISTP0007,Tishu Poa TP Emb. Wrap 4x10s White 100 Sheets,FINGOODS  -TISSUE    -TOILET-TPOA,TISSUE,Tishu Poa,FG-Tissue-Toilet Tissue-Tissue Poa,Toilet Tissue,40s,Kimfay Brand,Manufactured,0.5,Bales of 40s,25%,Kim-Fay
DABAM0016,Dabur Amla Gold Hair Oil 180Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-DABU,HAIR CARE,Dabur,FG - Hair Care - Conditioner - Dabur,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0014,Dabur Herbal Toothpaste- Whitening 140Gm (6 Pack),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,6,Single Units,20%,Dabur
DABHB0015,Dabur Herbal Toothpaste -Whitening 50Gm+25Gm (12 Pack),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,12,Single Units,20%,Dabur
DABHB0023,Dabur Herbal Toothpaste- Fresh Gel - Mint & Lemon 50Gm+25gm (Singles),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DABHB0027,Dabur Herbal Toothpaste- Fresh Gel - Mint & Lemon  150Gm+150Gm - Super Value Pack (Singles),FINGOODS  -DENTALCARE-PASTE -DABU,DENTAL CAR,Dabur,FG - Dental Care - Paste - Dabur,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
DOVBB0021,Baby Dove HTT Wash Rich Moisture 200Ml,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Single Units,20%,Unilever
DOVBB0024,Baby Dove Lotion Rich Moisture 200Ml,FINGOODS  -BABY CARE -LOTION-DOVE,BABY CARE,Dove,FG - Baby Care - Lotion - Dove,Baby Care,,Partners,Trading,1,Single Units,20%,Unilever
DOVBS0017,Dove Beauty Cream Bar Fig and Orange Blossom (Restoring) 6X135g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVBS0018,Dove Beauty Cream Bar Moroccan Argan Oil (Nourishing) 6X135g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVBS0025,Dove Beauty Cream Bar Deep Moisture 6X90G,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVBS0042,Dove Beauty Cream Bar Fig and Orange Blossom (Restoring) 4X90G (Value Pack),FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,4,Single Units,20%,Unilever
DOVBW0007,Dove Body Wash Refreshing Cucumber & Green Tea 3X1000ML,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,3,Single Units,20%,Unilever
DOVBW0008,Dove Body Wash Pampering Shea Butter & Vanilla 12X1000ML,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,12,Single Units,20%,Unilever
DOVBW0009,Dove Body Wash Sensitive Skin 12X1000ML,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,12,Single Units,20%,Unilever
DOVCR0002,Dove Silky Body Cream Cbec 300Ml (6 Pack),FINGOODS  -BODY CARE -CREAM -DOVE,BODYCARE,Dove,FG - Body Care - Cream - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVCR0004,Dove Body Love Rich Nourishment Cream 150Ml (6 Pack),FINGOODS  -BODY CARE -CREAM -DOVE,BODYCARE,Dove,FG - Body Care - Cream - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVCR0005,Dove Light Care Lotion 18X400Ml,FINGOODS  -BODY CARE -CREAM -DOVE,BODYCARE,Dove,FG - Body Care - Cream - Dove,Body Care,,Partners,Trading,18,Single Units,20%,Unilever
DOVCR0006,Dove Essntl Nrishment Cr Ltn Af 18X400Ml,FINGOODS  -BODY CARE -CREAM -DOVE,BODYCARE,Dove,FG - Body Care - Cream - Dove,Body Care,,Partners,Trading,18,Single Units,20%,Unilever
DOVCR0025,Dove Men Care Ultra Hydra Cream 75Ml (6 Pack),FINGOODS  -BODY CARE -CREAM -DOVE,BODYCARE,Dove,FG - Body Care - Cream - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVLT0008,Dove Invigorating Care Lotion 400Ml (6 Pack),FINGOODS  -BODY CARE -LTION -DOVE,BODYCARE,Dove,FG - Body Care - Lotion - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVLT0009,Dove Restoring Care Lotion 400Ml (6 Pack),FINGOODS  -BODY CARE -LTION -DOVE,BODYCARE,Dove,FG - Body Care - Lotion - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVLT0010,Dove Pampering Care Lotion 400Ml (6 Pack),FINGOODS  -BODY CARE -LTION -DOVE,BODYCARE,Dove,FG - Body Care - Lotion - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVLT0011,Dove Intense Care Lotion 400Ml (6 Pack),FINGOODS  -BODY CARE -LTION -DOVE,BODYCARE,Dove,FG - Body Care - Lotion - Dove,Body Care,,Partners,Trading,6,Single Units,20%,Unilever
DOVST0002,Dove Stick Cucumber Farit 3X40g,FINGOODS  -DEODORANT -STICK -DOVE,DEODORANT,Dove,FG - Deodorant - Stick - Dove,Deodorants,,Partners,Trading,3,Single Units,20%,Unilever
DOVST0004,Dove Stick Original Farit 3X40g,FINGOODS  -DEODORANT -STICK -DOVE,DEODORANT,Dove,FG - Deodorant - Stick - Dove,Deodorants,,Partners,Trading,3,Single Units,20%,Unilever
DOVST0005,Dove Stick Pear & Aloe Vera Farit 3X40g,FINGOODS  -DEODORANT -STICK -DOVE,DEODORANT,Dove,FG - Deodorant - Stick - Dove,Deodorants,,Partners,Trading,3,Single Units,20%,Unilever
DOVST0006,Dove Stick Ultimate Repair Dark Marks Corrector 3X40g,FINGOODS  -DEODORANT -STICK -DOVE,DEODORANT,Dove,FG - Deodorant - Stick - Dove,Deodorants,,Partners,Trading,3,Single Units,20%,Unilever
FAYSE0121,Fay servt. 1 ply Edge Emb Printed Fogo Gaucho (Churrasco),FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,20%,Kim-Fay
FEMCR0015,Fem Hair Removal Cream- Blossom 40G +  8G 20%Free (Singles),FINGOODS  -BODY CARE -CREAM -FEM,BODYCARE,Fem,FG - Body Care - Cream - Fem,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
FEMWX0004,Fem 20 Wax Strips Legs & Body Sensitive Skin  (6 Pack),FINGOODS  -BODY CARE -WAX   -FEM,BODYCARE,Fem,FG - Body Care - Wax - Fem,Body Care,,Partners,Trading,6,Single Units,20%,Dabur
HOBBW0040,Hobby Body Wash Natural Tea Tree Oil 500Ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBHW0005,Hobby Naturals Liquid Hand Soap Rose 400Ml,FINGOODS  -HAND CARE -H WASH-HOB,HAIR CARE,Hobby,FG - Hand Care - Hand Wash - Hobby,Hand Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBLT0004,Hobby Body Lotion Shea Butter 400Ml (Singles),FINGOODS  -SKINCARE  -LOTION-HOBB,SKINCARE,Hobby,FG-Skin Care-Lotion-Hobby,Skincare ,,Partners,Trading,1,Single Units,20%,Dabur
MSWAK0005,Miswak Mouth Wash Germ Kill 250ml (6 Pack),FINGOODS  -DENTALCARE-PASTE -MISW,DENTALCARE,Miswak,FG - Dental Care - Paste - Miswak,Oral Care,,Partners,Trading,6,Single Units,20%,Dabur
MSWAK0007,Miswak Herbal Toothpaste 120+50Gm (Singles),FINGOODS  -DENTALCARE-PASTE -MISW,DENTALCARE,Miswak,FG - Dental Care - Paste - Miswak,Oral Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0019,Ors Super Nourishing Daily Curl Creme 227g (6),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
ORSOL0024,Ors Glossing Hair Serum Max Moisture 187Ml (12),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,12,Single Units,20%,Dabur
ORSOL0028,Ors Olive Oil No-Lye Relaxer Normal Kit (Singles),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0031,Ors Olive Oil Curl Activator Gel 140+30Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0036,Ors Olive Oil No-Lye Relaxer Normal Strength 2 Touch-up Kit (3 Pack),FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,3,Single Units,20%,Dabur
ORSOL0045,Ors 2 Touch-up No-Lye Relaxer Kit + Ors Coconut Sheen Spray 80Ml,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
REXDS0008,Rexona Deo Spray Stress Control 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
VATBB0002,Vatika Baby Olive Msg Oil 100Ml (Singles),FINGOODS  -BABY CARE -LOTION-VATI,BABY CARE,Vatika,FG - Baby Care - Lotion - Vatika,Baby Care,,Partners,Trading,1,Single Units,20%,Dabur
VATBB0004,Vatika Baby Olive Shampoo 200Ml Promo (Msg Oil 100 ml & Lotion 100 ml),FINGOODS  -BABY CARE -SHAMPO-VATI,BABY CARE,Vatika,FG - Baby Care - Shampoo - Vatika,Baby Care,,Partners,Trading,1,Single Units,20%,Dabur
VATCN0011,Vatika Conditioner Black Seed 400Ml (6 Pack),FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
VATCN0013,Vatika Conditioner Moisture Treatment Almond & Honey 400Ml (6 Pack),FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,6,Single Units,20%,Dabur
VATCN0028,Vatika Conditioner Nourish & Protect Olive & Henna 200Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATCN0029,Vatika Conditioner Moroccan Argan 200Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATCR0008,Vatika Hair Cream Volume & Thickness Coconut 210Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATOL0006,Vatika Cactus Hair Oil 200Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0016,Vatika Shampoo Strengthen & Nourish 425Ml (4 Pack),FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,4,Single Units,20%,Dabur
VATSH0024,Vatika Shampoo Volume & Thickness Coconut & Castor 360Ml (Singles),FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0026,Vatika Shampoo Moisture Treatment Almond & Honey 360Ml (Singles),FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0038,Vatika Shampoo Hair Fall Control Cactus & Gergir 200Ml,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0043,Vatika Shampoo Volume & Thickness Coconut & Castor 400Ml,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DABAM0013,Dabur Amla Hair Oil 180Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-DABU,HAIR CARE,Dabur,FG - Hair Care - Conditioner - Dabur,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DABAM0014,Dabur Amla Hair Oil 270Ml (Singles),FINGOODS  -HAIR CARE -CONDIT-DABU,HAIR CARE,Dabur,FG - Hair Care - Conditioner - Dabur,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
